'Key','Item Type','Publication Year','Author','Title','Publication Title','ISBN','ISSN','DOI','Url','Abstract Note','Date','Date Added','Date Modified','Access Date','Pages','Num Pages','Issue','Volume','Number Of Volumes','Journal Abbreviation','Short Title','Series','Series Number','Series Text','Series Title','Publisher','Place','Language','Rights','Type','Archive','Archive Location','Library Catalog','Call Number','Extra','Notes','File Attachments','Link Attachments','Manual Tags','Automatic Tags','Editor','Series Editor','Translator','Contributor','Attorney Agent','Book Author','Cast Member','Commenter','Composer','Cosponsor','Counsel','Interviewer','Producer','Recipient','Reviewed Author','Scriptwriter','Words By','Guest','Number','Edition','Running Time','Scale','Medium','Artwork Size','Filing Date','Application Number','Assignee','Issuing Authority','Country','Meeting Name','Conference Name','Court','References','Reporter','Legal Status','Priority Numbers','Programming Language','Version','System','Code','Code Number','Section','Session','Committee','History','Legislative Body'
'VQX4GFQ5','conferencePaper',2007,'Dey; Manik','ISM  - A practical approach','IEEE AFRICON Conference','1-4244-0987-X',,'10.1109/AFRCON.2007.4401528',,'InformationSecurity  is an important issue in todays business. ISM  can no more be done by merely a set of hardware and software. Rather; it requires a complete end-to-end system. Such a system is called  ISM  (ISMS). It requires special focus and participation from all levels of employees with full commitments and responsibilities in establishing such a system and implementing it within the organization. ISO security standards and government compliance regulations guide and enforce organizations about certain requirements and norms. Organizations need to build an ISMS by combining all the bits and pieces as per their business needs. This paper illustrates a practical approach; as a ready reference; to build an ISMS in a business organization.',2007,'2018-11-29 12:56:18','2018-11-29 12:56:18',,'587–592',,,,,,,'IEEE Africon',,,,'IEEE',,,,,,,,,'PMID: 21893254',,,,'Security; Information systems; Computer security; ISO 17799 / 27001 standards',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'USSAIQRN','journalArticle',2017,'Stewart; Harrison; Jürjens; Jan','ISM  and the human aspect in organizations','Information and Computer Security',,'2056497X','10.1108/ICS-07-2016-0054',,'Purpose The aim of this study is to encourage management boards to recognize that employees play a major role in the management of InformationSecurity . Thus; these issues need to be addressed efficiently; especially in organizations in which data are a valuable asset. Design/methodology/approach Before developing the instrument for the survey; first; effective measurement built upon existing literature review was identified and developed and the survey questionnaires were set according to past studies and the findings based on qualitative analyses. Data were collected by using cross-sectional questionnaire and a Likert scale; whereby each question was related to an item as in the work of Witherspoonet al. (2013 ). Data analysis was done using the SPSS.3B. Findings Based on the results from three surveys and findings; a principle of InformationSecurity  compliance practices was proposed based on the authors proposed nine-five-circle (NFC) principle that enhances ISM  by identifying human conduct and InformationTechnology security-related issues regarding the aspect of ISM . Furthermore; the authors principle has enabled closing the gap between technology and humans in this study by proving that the factors in the present studys finding are interrelated and work together; rather than on their own. Research limitations/implications The main objective of this study was to address the lack of research evidence on what mobilizes and influences ISM  development and implementation. This objective has been fulfilled by surveying; collecting and analyzing data and by giving an account of the attributes that hinder ISM . Accordingly; a major practical contribution of the present research is the empirical data it provides that enable obtaining a bigger picture and precise information about the real issues that cause ISM  shortcomings. Practical implications In this sense; despite the fact that this study has limitations concerning the development of a diagnostic tool; it is obviously the main procedure for the measurements of a framework to assess InformationSecurity  compliance policies in the organizations surveyed. Social implications The present studys discoveries recommend in actuality that using flexible tools that can be scoped to meet individual organizational needs have positive effects on the implementation of ISM  policies within an organization. Accordingly; the research proposes that organizations should forsake the oversimplified generalized guidelines that neglect the verification of the difference in InformationSecurity  requirements in various organizations. Instead; they should focus on the issue of how to sustain and enhance their organizations compliance through a dynamic compliance process that involves awareness of the compliance regulation; controlling integration and closing gaps. Originality/value The rapid growth of   informationTechnology    has created numerous business opportunities. At the same time; this growth has increased InformationSecurity  risk. InformationTechnology security risk is an important issue in industrial sectors; and in organizations that are innovating owing to globalization or changes in organizational culture. Previously; technology-associated risk assessments focused on various technology factors; but as of the early twenty-first century; the most important issue identified in technology risk studies is the human factor.',2017,'2018-11-29 12:56:19','2018-11-29 12:56:19',,'494–534',,5,25,,,,,,,,,,,,,,,,,,,,,'InformationSecurity ; Culture and technology; Employee behaviour in technology; InformationTechnology human aspects; Security and leadership',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'6SEL5Z7G','journalArticle',2015,'Choi; Myeonggil; Lee; Changhan','ISM  as a bridge in cloud systems from private to public organizations','Sustainability (Switzerland)',,20711050,'10.3390/su70912032',,'Cloud computing has made it possible for private companies to make rapid changes in their computing environments. However; in the public sector; security issues hinder institutions from adopting cloud computing. To solve these security challenges; in this paper; we propose a methodology for ISM ; which quantitatively classifies the importance of information in cloud systems in the public sector. In this study; we adopt a Delphi approach to establish the classification criteria of the proposed methodology in an objective and systematic manner. Further; through a case study of a public corporation; we try to validate the usefulness of the proposed methodology. The results of this study will help public institutions to consider introducing cloud computing and to manage cloud systems effectively and securely.',2015,'2018-11-29 12:56:20','2018-11-29 12:56:20',,'12032–12051',,9,7,,,,,,,,,,,,,,,,,,,,,'ISM ; Criteria for security measurement; Delphi approach; Information classification',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'HMQJNEKC','conferencePaper',2013,'Rehman; Huma; Masood; Ashraf; Cheema; Ahmad Raza','ISM  in academic institutes of Pakistan','Conference Proceedings - 2013 2nd National Conference on Information Assurance; NCIA 2013','978-1-4799-1288-9',,'10.1109/NCIA.2013.6725323',,'Academic institutions are among the most targeted information systems in the world. Their highly decentralized infrastructure makes it difficult to ensure reliable security measures across their networks. Moreover; academic institutes have different departments; with diverse users (faculty; staff; students; and researchers); with abundant public and private data residing on servers and end systems. The probability and impact of threats and damage to the confidentiality; integrity and availability have never been higher. Although the educational institutes are now aware that the security of their information assets (included InformationTechnology infrastructure; records; research data; faculty and students) is their highest priority in terms of risk; business continuity and reputation; very little research/work has been carried out in this field. This paper provides a general framework to implement the  ISM   in academic institutes and suggests some best practices to adopt or implement in order to make the system and network secure to some extent. ',2013,'2018-11-29 12:56:21','2018-11-29 12:56:21',,'47–51',,,,,,,,,,,'IEEE Commun Soc; Islamabad Chapter; IEEE; IEEE Comp Soc; Islamabad Chapter; HEC; Natl ICT R & D Fund; IEEE MCS Student Branch; ISACA; Student Grp; Natl Univ Sci & Technol',,,,,,,,,'PMID: 29615935',,,,'ISM ; ISO 27001; risk management; best practices; ISMS for academic institutes',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'ISTDMTCH','conferencePaper',2016,'De Lange; Joshua; Von Solms; Rossouw; Gerber; Mariana','ISM  in local government','2016 IST-Africa Conference; IST-Africa 2016','978-1-905824-55-7',,'10.1109/ISTAFRICA.2016.7530584',,'The starting point for ISM  is the recognition of threats and vulnerabilities. Literature on the topic is heavily focused on corporations. Although SMEs have InformationSecurity  problems that are partly similar to the big companies; the solutions offered in the literature are out of reach for most of them. When assessing and addressing the InformationSecurity  risks the size and resources of the firm need to be taken into account. This article introduces an empirical study performed in Finland. The objective is to find out how to study ISM  issues in SMEs; what is the status of InformationSecurity  in these companies; and how to improve the security level in the firms in ways that are cost-friendly to the companies. The companies studied are knowledge-intensive SMEs. The companies; total of 16; include software companies; consultancy services; healthcare services and accounting companies. The study is carried out by semi-structured interviews. The interview themes cover InformationSecurity  governance and personnel security; physical security; technical; operations and communications security and business continuity planning. The outcome of the research is a description of the status of InformationSecurity  in the studied companies; the main deficiencies and propositions for improvement. The use of interviews as an assessment tool is also discussed. The paper describes the execution of the study in detail. Preliminary results are also discussed.',2016,'2018-11-29 12:56:22','2018-11-29 12:56:22',,,,,,,,,,,,,,,,,,,,,,,,,,'InformationSecurity ; ISM ; Municipalities; ISO/IEC 27002; InformationSecurity  Policy Architecture',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'S2MCQN77','conferencePaper',2015,'Alsaif; Maryam; Aljaafari; Nura; Khan; Abdul Raouf','ISM  in Saudi Arabian organizations','Procedia Computer Science','1877-0509',,'10.1016/j.procs.2015.07.201',,'InformationSecurity  is a growing concern among various organizations and companies worldwide. Though organizations are generally focusing on external security threats but there could be substantial threats within the organization. This paper presents a detailed survey conducted on various organizations of Saudi Arabia to have a deep insight into how the issues of deterrence for the InformationSecurity  violation are dealt with within organizations. It focuses on the awareness and effectiveness of InformationSecurity  policies of the organization among its employees.',2015,'2018-11-29 12:56:22','2018-11-29 12:56:22',,'213–216',,,56,,,,'Procedia Computer Science',,,,,,,,,,,,,'PMID: 25246403',,,,'ISM ; InformationSecurity  policy; Deterrence; Security violation',,'Shakshuki; E and Galland; S and Yasar; AUH',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'IVNVF9YH','conferencePaper',2011,'Horovcak; Pavel; Stehlikova; Beata','ISM  in Small and Medium Enterprises','11Th International Multidisciplinary Scientific Geoconference (Sgem 2011); Vol Ii',,,,,'Information is critical to the operation of organization. Protecting information assets is a matter of giving confidence to any interested parties. Small enterprises have no free resources to protect information assets. They choose the network provider depending on location of enterprise. Security of their web site and e-mail communication is depending on web hosting security. This contribution deals with information assets; security threats and real risks for assets at small enterprises. Common of security gaps are caused by unappreciated important of ISM .',2011,'2018-11-29 12:56:23','2018-11-29 12:56:23',,'527–532',,,,,,,'International Multidisciplinary Scientific GeoConference-SGEM',,,,'Minist Env & Water; Bulgarian Acad Sci; Acad Sci Czech Republ; Acad Sci IR Iran; Latvian Acad Sci; Polish Acad Sci; Russian Acad Sci; Serbian Acad Sci & Arts; Slovak Acad Sci; Natl Acad Sci Ukraine; Bulgarian Ind Assoc; Bulgarian Acad Sci; Albena Wellness',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'CTXJQ98W','journalArticle',2018,'Miloslavskaya; Natalia','ISM  in SOCs and SICs','Journal of Intelligent & Fuzzy Systems',,'1064-1246','10.3233/JIFS-169615','https://content.iospress.com/articles/journal-of-intelligent-and-fuzzy-systems/ifs169615','At present new sophisticated attacks make organizations InformationTechnology infrastructure (ITI) break-in more professional and dangerously effective. All organizations must oppose this properly designed and centralized InformationSecurity  (IS) management systems. Learn from the past helps to avoid the consequences of serious IS incidents in the future. Therefore; IS management is necessary for rapidly detecting IS incidents; minimizing loss and destruction caused by then; mitigating the vulnerabilities exploited and restoring organizations InformationTechnologyIs. This process can be implemented based on Security Operations Centers (SOCs) and Security Intelligence Centers (SICs) as their next evolution step. SOCs main functions and serious limitations are defined. The SICs concept and functioning are analyzed. The main areas of further research conclude the paper.',2018,'2018-11-29 12:56:24','2018-11-29 12:56:24',,'2637–2647',,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'TR6JZWSE','conferencePaper',2016,'Moeti; Michael; Sigama; Khuliso','ISM  Issues in a Cloud-based environment','Proceedings - UKSim-AMSS 17th International Conference on Computer Modelling and Simulation; UKSim 2015','978-1-4799-8712-2',,'10.1109/UKSim.2015.78',,'– There is a critical need to ensure users that information stored in cloud is more secure and accessible. This is in addition of showing to them that cloud computing environment provide methods for establishing and maintaining the integrity of information as well as its availability and its processing. Much as there are many advantages of deploying services in the cloud; there are numerous InformationSecurity  issues associated with it since it encompasses many technologies including networks; databases; operating systems; and people. The major objective of this study was to identify these issues and to develop an ISM  framework for cloud based environment. From related literature; relevant issues were identified using textual analysis and grouped into six categories of; organizational; environmental; contingency management; security policy; internal control; and information and risk management. These issues were validated in a framework by using the analytical hierarchical process (AHP) method. Results of the study indicated that; environmental issues play a critical role in the ISM  as compared to other issues whereas the information and risk management issues were found not to be so significant. This study contributes to the ISM  body of knowledge by providing a single empirically validated framework that will be used theoretically to extend research in the domain of this study and practically by management while making decisions relating to security management in cloud computing. I. INTRODUCTION The growing trends in cloud computing technology has seen network security threat vectors increasingly change from relatively simplistic signature-based threats to more complex behavior-based threats. The major concern about cloud computing technology is the fact that owners of data may still have no control of where the data is placed. This is because if anyone want to utilise the benefits of the cloud; then he/she should t use the resource allocation and the framework provided by cloud vendors. Therefore; there is a need to ensure the safety amidist of the allocated untrusted processes. On the other hand; the vulnerabilities to attack the large traditional Web applications; smaller embedded applications; networked devices and operating systems is exponentially making InformationSecurity  managers work painful. Large data storages and online transactions like the use of debit and credit card payments have remained a center of attraction to many attackers.',2016,'2018-11-29 12:56:25','2018-11-29 12:56:25',,'349–354',,,,,,,,,,,'UK Simulat Soc; Asia Modelling & Simulat Sect; IEEE; IEEE Comp Soc UK & RI Sect; IEEE Reg 8; European Federat Simulat Soc; European Council Modelling & Simulat; Kingston Univ; Imperial Coll; Machine Intelligence Res Labs; Norwegian Univ Sci & Technol; Not',,,,,,,,,,,,,'cloud computing; analytical hierarchical process; InformationSecurity  issues; integrated system theory; Theories of InformationSecurity ',,'Aldabass; D and Orsoni; A and Cant; R and Ibrahim; Z and Saad; I',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'G7KWA3YF','conferencePaper',2011,'Murane; Ilze','ISM  method for households','Frontiers in Artificial Intelligence and Applications','978-1-60750-687-4',,'10.3233/978-1-60750-688-1-353',,'This paper looks at the experiences of various Asian countries in expanding the coverage of the pension system to informal sector workers. The paper argues that given aging and growing informality; a rapid forward-looking response from governments in the region is necessary to provide protection against the risk of poverty in old age. This risk is particularly acute in the case of informal sector workers; as is the difficulty of reaching them through traditional formal-sector pension approaches. From the analysis of various case studies the paper concludes that expanding coverage to informal sector workers through mandatory systems is unlikely to work.',2011,'2018-11-29 12:56:26','2018-11-29 12:56:26',,'353–366',,,224,,,,'Frontiers in Artificial Intelligence and Applications',,,,'Univ Latvia; Inst Math & Comp Sci; Univ Latvia; Fac Comp; Riga Tech Univ; Fac Comp Sci & Informat Technol',,,,,,,,,,,,,'InformationSecurity ; Awareness; household; responsibility',,'Barzdins; J and Kirikova; M',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'93ZNXP3Y','conferencePaper',2005,'Herrera; Sven 0laf Sandstrom','ISM  metrics development','International Carnahan Conference on Security Technology','0-7803-9245-0',,'10.1109/CCST.2005.1594818','http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=1594818','It is commonly accepted that you cannot improve what you can not measure. This concept is applicable to almost all the departments of an organization (financial; production; human resources; quality; etc.). However; in a lot of organizations the information system area; and more concretely the InformationSecurity  area; does not base its decisions on quantifiable; measurable; comparable and contrastable data; but on the experience of its managers. It is essential for an organization to place indicators for obtaining information on the InformationSecurity  controls effectiveness; so that problems can be detected as soon as possible.',2005,'2018-11-29 12:56:27','2018-11-29 12:56:27',,'51–56',,,,,,,'CARNAHAN CONFERENCE ON SECURITY TECHNOLOGY',,,,'IEEE Lexington Sect; IEEE Aerosp & Elect Syst Soc; Chung Shan Inst Sci; Natl Cent Univ',,,,,,,,,,,,,,,'Sanson; LD',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'CR7E8R7H','conferencePaper',2015,'Wilk; Jaros\law','ISM  model for integration platforms','2015 4th International Conference on e-Technologies and Networks for Development; ICeND 2015','978-1-4799-8451-0',,'10.1109/ICeND.2015.7328532',,'This paper presents requirements and main characteristics of the new ISM  model for integration platforms. It also defines integration platforms as service oriented systems and indicates its requirements for security. The lattice theory is used in the presented model to allow automatic integration of electronic services originating from different information systems.',2015,'2018-11-29 12:56:27','2018-11-29 12:56:27',,'22–27',,,,,,,,,,,,,,,,,,,,,,,,'InformationSecurity ; electronic services; integration platforms; lattice theory; service oriented architectured; SOA',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'KV3EABWV','journalArticle',2016,'Soomro; Zahoor Ahmed; Shah; Mahmood Hussain; Ahmed; Javed','ISM  needs more holistic approach: A literature review','International Journal of Information Management',,'02684012','10.1016/j.ijinfomgt.2015.11.009',,'Information technology has dramatically increased online business opportunities; however these opportunities have also created serious risks in relation to InformationSecurity . Previously; InformationSecurity  issues were studied in a technological context; but growing security needs have extended researchers attention to explore the management role in ISM . Various studies have explored different management roles and activities; but none has given a comprehensive picture of these roles and activities to manage InformationSecurity  effectively. So it is necessary to accumulate knowledge about various managerial roles and activities from literature to enable managers to adopt these for a more holistic approach to ISM . In this paper; using a systematic literature review approach; we synthesised literature related to managements roles in InformationSecurity  to explore specific managerial activities to enhance ISM . We found that numerous activities of management; particularly development and execution of InformationSecurity  policy; awareness; compliance training; development of effective enterprise information architecture; InformationTechnology infrastructure management; business and InformationTechnology alignment and human resources management; had a significant impact on the quality of management of InformationSecurity . Thus; this research makes a novel contribution by arguing that a more holistic approach to InformationSecurity  is needed and we suggest the ways in which managers can play an effective role in InformationSecurity . This research also opens up many new avenues for further research in this area.',2016,'2018-11-29 12:56:28','2018-11-29 12:56:28',,'215–225',,2,36,,,,,,,,,,,,,,,,,,,,,'InformationSecurity ; Management; Business information architecture; Business InformationTechnology alignment; Cloud computing; Information architecture; InformationSecurity  policy; Managerial practices; Systematic',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'YS5EY96G','journalArticle',2009,'Siponen; Mikko; Willison; Robert','ISM  standards: Problems and solutions','Information and Management',,'03787206','10.1016/j.im.2008.12.007',,'International ISM  guidelines play a key role in managing and certifying organizational IS. We analyzed BS7799; BS ISO/IEC17799: 2000; GASPP/GAISP; and the SSE-CMM to determine and compare how these guidelines are validated; and how widely they can be applied. First; we found that BS7799; BS ISO/IEC17799: 2000; GASPP/GAISP and the SSE-CMM were generic or universal in scope; consequently they do not pay enough attention to the differences between organizations and the fact that their security requirements are different. Second; we noted that these guidelines were validated by appeal to common practice and authority and that this was not a sound basis for important international InformationSecurity  guidelines. To address these shortcomings; we believe that ISM  guidelines should be seen as a library of material on ISM  for practitioners. ','2009-06','2018-11-29 12:56:29','2018-11-29 12:56:29',,'267–270',,5,46,,,,,,,,,,,,,,,,,,,,,'ISM ; InformationSecurity  certification; ISM  guidelines; ISM  standards; Information systems security',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'9HIVQHTA','journalArticle',2016,'Zammani; Mazlina; Razali; Rozilawati','ISM  success factors','Advanced Science Letters',,19367317,'10.1166/asl.2016.7746',,' All rights reserved.InformationSecurity  (IS) in the context of organisation is a concept that concerns safeguarding the organisations critical information by performing security activities. To ensure that IS is effectively enforced and executed; many organisations have introduced ISM  initiatives. IS standards; policies; guidelines and procedures are formulated to guide organisations in implementing ISM. Despite the extensive efforts; organisations are still exposed to security threats and risks due to ineffective ISM practices. One possible cause of this phenomenon is that organisations are unaware of the factors that influence the success of ISM. This study aims to address this concern by analysing the existing literature in order to identify the success factors of ISM. Six related studies together with the ISM international standard; guideline and model were reviewed and compared. To conceptualise the factors; the literature was analysed qualitatively using content analysis. Based on the analysis; the study has compiled a number of factors and elements that contribute to the success of ISM. The factors are grouped into three main aspects; namely People; Process and Organisation. The People need to possess certain attributes in order to perform the key ISM Process; which should be supported by the Organisation through the establishment of specific guidance. By understanding the ISM success factors; the ISM implementation in organisations is believed to be gradually improved and become effective.',2016,'2018-11-29 12:56:30','2018-11-29 12:56:30',,'1924–1929',,8,22,,,,,,,,,,,,,,,,,,,,,'InformationSecurity ; ISM ; Success factors',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'3AGW79QJ','conferencePaper',2015,'Drastich; Martin',' ISM  and Cyber Security in the Czech Republic','Znalosti Pro Trzni Praxi 2015: Zeny - Podnikatelky V Minulosti a Soucasnosti','978-80-87533-12-3',,,,'Cyber security standards have been created recently because sensitive information is now frequently stored on computers that are attached to the Internet. Cyber security is important in order to guard against identity theft. Businesses also have a need for cyber security because they need to protect their trade secrets; proprietary information; and personally identifiable information of their customers or employees. The government also has the need to secure its information. One of the most widely used security standards today is ISO/IEC 27002 which started in 1995. This standard consists of two basic parts. BS 7799 part 1 and BS 7799 part 2 both of which were created by British Standards Institute (BSI). Recently this standard  ISM  has become ISO 27001:2013 and in Czech Republic CSN ISO/IEC 27001:2014.',2015,'2018-11-29 12:56:31','2018-11-29 12:56:31',,'85–90',,,,,,,,,,,'Palacky Univ; Dept Appl Econom',,,,,,,,,,,,,,,'Slavickova; P and Tomcik; J',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'EM7YBLQU','conferencePaper',2016,'Holoska; Jiri; Doucek; Petr',' ISM  and Digital Forensic Analysis','Proceedings of the International Conference: Liberec Informatics Forum 2016','978-80-7494-303-4',,,,'InformationSecurity  became the leading topic in IS/ICT in the last period. There are two ways how to reach the higher level of corporate IS/ICT security the first one is applying international standards; the second one is based on correct evaluation of security incidents. Basic tool for security incidents evaluation and/or for its prevention is digital forensic analysis. This contribution offers general concept of the master level course “Digital Forensic Analysis{”} as it is taught on Faculty of Informatics and Statistics; University of Economics; Prague. It presents a short description of courses topics and overview of competences that should dispose graduates of it. The purpose of digital forensic class at University of Economics; Prague is to provide the state of art of methodologies in data acquisition and OS level artifacts analysis which would allow students to interpret process and user action on examined evidence. With limited time given to the lectures; students will be exposed with complex techniques for data acquisition and basic analysis of the NTFS file system architecture; data recovery; data carving; binary file identification; Windows registry parsing; Windows log parsing; data de-duplication and document indexing. Each lecture will consist of theoretical background and case study. Case studies scenarios representing simplified real scenarios from authors past experience in digital forensic institute.',2016,'2018-11-29 12:56:32','2018-11-29 12:56:32',,'27–34',,,,,,,,,,,'Tech Univ Liberec; Fac Econ; Tech Univ Liberec; Dept Informat',,,,,,,,,,,,,,,'Skrbek; J and Nejedlova; D and Semeradova; T',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'D345IXU3','conferencePaper',2006,'Chang; Hangbae; Kim; Jungduk; Lim; Sungjun',' ISM  for SMB in ubiquitous computing','Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)','3-540-34077-7',,'10.1007/11751632_77',,'In this study; an  ISM  is developed through theoretical and literary approach aiming at efficient and sys-tematic InformationSecurity  of Korean small and medium size businesses; considering the restrictions of the literature review on the  ISM and the inherent characteristics of the small and medium size businesses. The management system was divided into the 3 areas of the supporting environment of the InformationSecurity ; establishment of the InformationSecurity  infrastructure; and management of the InformationSecurity . Through verification by statistical methods(reliability analysis; feasibility study) based on the questionnaire for the specialists; the overall  ISM  is structures with the 3 areas; 8 management items; and 18 detailed items of the management system. On the basis of this study; it is expected that small and medium size businesses will be able to establish  ISM in accordance with the InformationSecurity  policy incorporating the existing informatization strategies and management strategies; InformationSecurity  systems which will enhance existing information management; and concrete plans for follow up management.',2006,'2018-11-29 12:56:32','2018-11-29 12:56:32',,'707–715',,,'3983 LNCS',,,,'LECTURE NOTES IN COMPUTER SCIENCE',,,,'IEE; Univ Perugia; Univ Calgary; Univ Minnesota; Queens Univ Belfast; ERCIM; OptimaNumerics; IN?; AMD',,,,,,,,,,,,,,,'Gavrilova; M and Gervasi; O and Kumar; V and Tan; CJK and Taniar; D and Lagana; A and Mun; Y and Choo; H',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'KCUUHSG7','journalArticle',2016,'Maarop; N; Thamadharan; K; Samy; G N; ...',' ISM  Implementation Success Factors: A Review','Advanced Science \ldots',,'1936-6612','10.1166/as1.2016.8005','https://www.ingentaconnect.com/contentone/asp/asl/2016/00000022/00000010/art00091',' ISM   is an InformationSecurity  compliance standards implemented in organization to provide Specifications and controls for protecting information assets and to increase the integrity and confidence of clients over the respective organization. The cognizance in preserving and securing the critical information has led many organization to adopt ISMS. The objective of this study is to review and identify success factors that could influence the ISMS self-implementation in organizations. Based on twenty most relevant and recent studies; ten factors are extracted which can be considered important in the ISMS implementation. In particular; staff awareness and training and top management support are found to be the most crucial factors in determining the successful implementation of ISMS and the rating of the importance for both factors are almost equal. All factors identified can be hypothesized to influence the successful implementation of ISMS in organization thus all factors identified can be further evaluated empirically by both qualitative and quantitative methodology.',2016,'2018-11-29 12:56:33','2018-11-29 12:56:33',,'3023–3026',,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'NTFJHPQA','journalArticle',2017,'Al-Shawabkeh; Mahmoud; Saudi; Madihah Mohd; Alwi; Najwa Hayati Mohd; Azman; Norhidayah',' ISM  and computer security self-efficacy (CSSE) model comparison','Advanced Science Letters',,19367317,'10.1166/asl.2017.7349',,'InformationSecurity  models designed based on a different set of assumptions which are based on the characteristics of information system; motivations of organization to protect information; goals of the attacker and data validation of the model. The threats to InformationSecurity  are real and growing. Financial organizations need to take protective measures by implementing security policies though effective resource allocation is very difficult. This situation is due to uncertainty about the nature and severity of the threats and vulnerabilities and the effectiveness of the mitigation measures. Varieties of security policy models have been proposed to the financial organizations. Therefore to overcome the stated issues; this paper presents an analysis of two commonly used models: the  ISM  ISO/IEC 27001:2015 and Computer Security Self-Efficacy (CSSE). Findings confirm the suitability of both models for e-Banking computer security policies.','2017-06','2018-11-29 12:56:34','2018-11-29 12:56:34',,'5237–5241',,6,23,,,,,,,,,,,,,,,,,,,,,'InformationSecurity ; Computer security self-efficacy; E-Banking; Evaluation; Information system',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2F5VI59N','conferencePaper',2010,'Tyali; S; Pottas; D',' ISM in the Healthcare Context','Proceedings of the South African InformationSecurity ','978-1-84102-256-7',,,,'The ISO/IEC 27799 standard for ISM  in health was released in 2008. The standard contains a substantial section (Section 6) covering  ISM in the healthcare context. This raises the question whether the ISO/IEC 27799 purports a difference between the generic standard for  ISM (as embodied in the ISO/IEC 27001) and what is contained in Section 6 of the ISO/IEC 27799 standard. The aim of this paper is to determine whether this is the case; based on a comparative analysis that was conducted between the ISO/IEC 27001 and ISO/IEC 27799 standards. The results of the comparison are summarized and the additional directives provided by the ISO/IEC 27799; categorized to explain their purpose.',2010,'2018-11-29 12:56:35','2018-11-29 12:56:35',,'177–187',,,2,,,,,,,,'Emerald; Colloquium Informat Syst Secur Educ',,,,,,,,,,,,,'health InformationSecurity ; ISM ;  ISM s',,'Clarke; N and Furnell; S and VonSolms; R',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'PYJ9KVVF','journalArticle',2008,'Kritzinger; E.; Smith; E.','ISM : An InformationSecurity  retrieval and awareness model for industry','Computers and Security',,'01674048','10.1016/j.cose.2008.05.006',,'The purpose of this paper is to present a conceptual view of an InformationSecurity  Retrieval and Awareness (ISRA) model that can be used by industry to enhance InformationSecurity  awareness among employees. A common body of knowledge for InformationSecurity  that is suited to industry and that forms the basis of this model is accordingly proposed. This common body of knowledge will ensure that the technical InformationSecurity  issues do not overshadow the non-technical human-related InformationSecurity  issues. The proposed common body of knowledge also focuses on both professionals and low-level users of information. The ISRA model proposed in this paper consists of three parts; namely the ISRA dimensions (non-technical InformationSecurity  issues; InformationTechnology authority levels and InformationSecurity  documents); InformationSecurity  retrieval and awareness; and measuring and monitoring. The model specifically focuses on the non-technical InformationSecurity  that forms part of the proposed common body of knowledge because these issues have; in comparison with the technical InformationSecurity  issues; always been neglected. ',2008,'2018-11-29 12:56:36','2018-11-29 12:56:36',,'224–231',,'5-6',27,,,,,,,,,,,,,,,,,'PMID: 223499200002',,,,'InformationSecurity ; ISM ; InformationSecurity  awareness; InformationSecurity  risk; InformationSecurity  threats; InformationSecurity  vulnerabilities',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
